184,51
372,142
476,5
263,242
108,340
171,148
142,381
5,151
198,70
456,178
93,62
263,68
172,238
116,394
365,160
187,284
467,114
406,218
5,127
427,160
276,208
41,240
360,48
307,393
468,244
350,292
31,323
4,19
82,262
328,58
462,203
187,32
445,225
484,80
117,127
328,346
303,65
386,313
218,293
63,179
10,387
100,4
147,235
355,156
261,379
247,92
457,176
310,367
320,307
293,181
482,374
301,117
388,86
152,190
423,268
12,387
429,271
431,357
241,227
351,189
388,99
34,109
90,221
244,12
428,84
484,364
462,361
395,189
196,50
87,32
156,189
69,7
266,263
177,301
486,54
402,55
318,309
6,22
203,155
374,95
242,383
374,160
386,312
341,177
71,384
365,184
276,110
259,98
389,265
122,121
301,152
77,77
283,392
277,20
74,115
303,379
362,248
474,159
408,76
215,50
198,283
170,290
285,389
62,180
412,373
489,204
357,244
356,260
118,66
352,252
28,353
323,374
86,93
183,244
325,388
368,330
19,310
471,150
82,4
12,260
305,118
250,96
164,378
440,353
485,278
41,5
10,193
461,155
134,135
167,18
314,372
379,197
305,107
404,278
494,166
63,362
109,100
310,130
137,121
206,351
296,158
92,57
437,69
491,34
483,32
4,67
443,365
399,92
371,304
279,199
262,359
176,147
185,351
200,33
415,331
404,164
314,372
495,117
92,126
287,389
363,74
33,56
449,78
162,49
280,203
461,62
189,66
482,129
119,142
218,366
150,333
480,31
168,336
240,119
229,31
361,116
422,246
244,50
116,344
237,180
262,302
57,260
109,85
336,124
430,179
37,293
240,350
382,46
227,318
247,26
361,155
332,129
124,291
443,41
419,392
482,334
89,315
33,188
287,7
218,83
33,119
328,267
353,308
305,165
300,84
358,23
161,132
161,346
113,245
459,292
422,106
245,52
130,386
363,156
410,93
494,396
300,161
380,399
77,349
344,258
417,232
383,50
16,370
115,125
195,373
399,176
98,273
258,293
186,343
200,90
157,369
300,390
472,80
208,73
166,346
377,311
276,230
141,341
293,304
442,39
169,33
139,172
35,322
340,90
54,257
420,123
286,223
341,354
252,154
31,310
424,371
264,141
143,219
356,226
43,101
126,197
79,201
454,243
1,128
352,179
191,219
216,217
21,101
343,338
402,195
253,322
92,152
425,74
436,208
334,71
46,30
161,390
361,98
321,100
177,332
250,340
367,15
260,179
404,38
300,397
10,244
125,190
44,74
127,50
380,216
220,356
274,199
402,146
269,154
489,395
103,25
462,186
52,90
67,266
311,338
243,226
482,304
368,273
116,230
325,117
81,82
15,116
433,169
81,57
394,201
43,217
120,129
90,369
431,96
194,122
288,311
341,49
168,225
460,355
368,344
182,76
84,276
262,58
105,232
224,201
332,45
483,190
7,258
418,124
338,126
398,58
238,323
395,149
326,240
273,57
258,315
59,260
252,301
151,327
223,313
460,226
473,343
297,220
170,349
400,299
254,323
119,190
377,398
472,20
397,132
369,281
438,328
296,232
266,393
89,328
244,164
174,304
335,201
288,180
307,81
126,12
312,129
252,88
292,369
385,313
320,152
336,100
9,125
448,359
437,342
155,162
218,243
458,191
296,339
151,313
469,152
453,132
273,325
226,155
474,315
64,222
282,217
90,212
47,158
57,321
462,81
44,31
314,289
218,35
23,262
486,160
323,112
301,212
358,358
479,293
432,353
179,264
176,165
284,126
425,157
85,330
318,159
197,182
211,254
413,268
462,84
356,100
311,272
297,265
319,239
93,147
489,219
228,122
215,114
350,320
16,356
175,266
151,243
107,14
460,63
269,279
444,368
89,214
203,356
389,27
24,173
487,126
452,215
321,283
290,139
383,2
80,50
136,188
34,153
43,71
371,329
56,329
257,63
105,268
173,38
165,9
81,307
98,382
188,176
49,139
294,39
102,248
468,153
423,26
88,200
335,313
473,136
42,107
293,6
77,43
499,260
491,394
429,148
224,389
238,56
218,303
457,303
22,181
56,117
101,244
448,123
50,250
85,50
171,397
230,147
347,238
194,386
434,25
176,228
366,387
5,287
232,279
466,383
375,280
393,61
291,178
496,234
430,111
18,55
145,281
23,49
315,111
329,396
271,45
12,137
130,266
107,264
154,354
251,105
352,309
406,348
389,182
88,329
336,80
450,327
244,2
499,271
319,330
402,285
64,156
469,5
192,83
326,60
105,242
61,367
125,261
68,104
76,351
242,269
233,163
368,238
294,126
166,220
214,379
21,174
143,231
151,258
35,158
237,347
149,290
236,5
86,185
390,245
498,49
313,8
60,34
164,232
416,324
481,349
71,337
158,228
58,372
260,193
198,348
328,281
327,6
305,105
157,385
198,62
137,350
52,148
37,110
336,271
341,358
452,5
112,180
178,70
85,115
439,144
158,304
217,189
298,184
71,106
429,67
347,320
200,317
406,93
405,170
268,375
40,286
461,38
360,373
87,151
8,76
57,232
351,250
456,172
87,308
220,47
147,378
62,35
72,70
246,156
4,263
239,225
221,168
416,33
275,287
317,357
419,308
123,235
138,92
408,253
85,33
484,101
132,254
53,107
229,384
142,285
208,142
8,112
248,5
457,315
2,392
424,30
381,187
308,16
4,202
16,279
126,316
429,291
216,261
385,390
183,101
354,182
117,29
141,368
379,398
51,158
198,10
138,349
334,127
247,343
76,340
113,275
210,362
393,349
245,336
438,320
125,223
110,301
265,366
36,162
208,36
407,374
466,234
476,94
265,138
3,204
174,311
87,60
251,217
329,154
4,65
315,368
143,65
23,159
127,60
258,291
233,395
407,7
200,361
147,137
338,344
36,383
423,224
163,54
8,230
190,194
358,9
299,186
78,211
426,206
386,359
283,61
425,340
409,80
389,141
113,18
323,60
31,92
450,323
146,191
261,200
298,282
85,47
412,215
188,208
182,382
241,72
22,214
224,335
126,268
134,215
220,76
363,53
204,48
111,255
184,67
488,259
422,29
159,378
452,165
489,249
279,72
11,240
317,233
412,13
477,392
11,233
323,251
231,108
308,130
43,190
114,308
161,338
384,371
170,299
239,342
437,206
317,264
33,85
291,94
227,255
495,238
69,361
343,366
414,183
189,187
306,69
6,71
148,332
378,57
336,328
495,271
248,115
495,305
93,264
406,25
110,379
371,387
4,96
125,106
214,249
406,94
419,307
69,57
154,392
487,191
345,177
396,98
289,304
396,277
315,205
459,168
336,27
436,368
461,125
95,398
449,253
337,130
343,65
327,323
283,352
436,236
337,76
305,95
420,216
470,356
80,243
20,69
249,178
313,332
497,334
159,274
237,343
416,250
205,147
