184,115
372,138
476,47
263,103
108,148
171,60
142,79
5,147
198,46
456,118
93,139
263,61
172,97
116,153
365,40
187,98
467,134
406,40
5,89
427,159
276,43
41,87
360,130
307,51
468,84
350,137
31,41
4,85
82,155
328,59
462,109
187,145
445,54
484,100
117,149
328,27
303,97
386,165
218,40
63,102
10,158
100,46
147,108
355,155
261,52
247,104
457,164
310,69
320,103
293,150
482,59
301,108
388,156
152,46
423,80
12,148
429,41
431,105
241,130
351,60
388,103
34,155
90,40
244,94
428,152
484,60
462,110
395,140
196,50
87,86
156,129
69,45
266,89
177,146
486,57
402,109
318,148
6,45
203,95
374,142
242,54
374,95
386,154
341,40
71,108
365,144
276,51
259,107
389,138
122,35
301,92
77,148
283,57
277,83
74,144
303,69
362,115
474,158
408,53
215,82
198,147
170,59
285,110
62,141
412,27
489,94
357,148
356,52
118,119
352,163
28,56
323,75
86,148
183,59
325,99
368,159
19,38
471,117
82,144
12,49
305,122
250,159
164,40
440,88
485,165
41,60
10,96
461,155
134,49
167,105
314,149
379,47
305,90
404,158
494,42
63,119
109,155
310,45
137,104
206,147
296,43
92,108
437,147
491,38
483,105
4,162
443,26
399,99
371,150
279,29
262,90
176,146
185,58
200,103
415,169
404,52
314,97
495,151
92,42
287,91
363,145
33,62
449,89
162,136
280,54
461,103
189,137
482,58
119,103
218,150
150,52
480,92
168,164
240,55
229,93
361,151
422,50
244,97
116,142
237,54
262,96
57,158
109,46
336,99
430,155
37,53
240,90
382,150
227,41
247,111
361,166
332,49
124,87
443,157
419,70
482,101
89,140
33,40
287,101
218,150
33,71
328,94
353,150
305,42
300,101
358,166
161,54
161,104
113,167
459,52
422,107
245,153
130,54
363,82
410,165
494,45
300,103
380,156
77,35
344,92
417,152
383,37
16,115
115,110
195,39
399,113
98,150
258,61
186,116
200,151
157,54
300,109
472,165
208,49
166,100
377,148
276,61
141,98
293,163
442,32
169,87
139,153
35,57
340,111
54,154
420,43
286,111
341,132
252,66
31,105
424,153
264,48
143,89
356,150
43,55
126,88
79,128
454,50
1,106
352,162
191,42
216,92
21,144
343,49
402,97
253,136
92,47
425,111
436,150
334,61
46,105
161,161
361,64
321,105
177,171
250,33
367,100
260,143
404,58
300,106
10,151
125,53
44,105
127,155
380,59
220,119
274,149
402,46
269,121
489,155
103,47
462,105
52,147
67,45
311,112
243,172
482,29
368,92
116,153
325,84
81,103
15,169
433,65
81,102
394,129
43,47
120,90
90,159
431,66
194,94
288,141
341,56
168,83
460,166
368,55
182,102
84,126
262,55
105,107
224,133
332,46
483,106
7,144
418,39
338,95
398,135
238,60
395,109
326,141
273,56
258,103
59,150
252,47
151,98
223,140
460,66
473,106
297,156
170,58
400,103
254,145
119,43
377,90
472,157
397,55
369,111
438,176
296,37
266,95
89,138
244,55
174,84
335,158
288,64
307,93
126,152
312,35
252,96
292,168
385,35
320,100
336,152
9,62
448,88
437,166
155,52
218,85
458,131
296,26
151,103
469,157
453,49
273,112
226,171
474,37
64,101
282,155
90,55
47,105
57,166
462,42
44,114
314,144
218,34
23,98
486,146
323,51
301,93
358,130
479,53
432,90
179,153
176,41
284,106
425,132
85,46
318,86
197,155
211,32
413,108
462,157
356,43
311,115
297,151
319,52
93,103
489,174
228,37
215,104
350,154
16,57
175,97
151,152
107,69
460,93
269,148
444,54
89,95
203,138
389,38
24,96
487,138
452,45
321,103
290,125
383,17
80,92
136,157
34,46
43,79
371,159
56,53
257,93
105,172
173,41
165,91
81,150
98,60
188,100
49,130
294,55
102,114
468,146
423,39
88,111
335,125
473,66
42,106
293,143
77,59
499,90
491,150
429,58
224,102
238,132
218,53
457,110
22,142
56,42
101,93
448,142
50,40
85,100
171,151
230,59
347,90
194,163
434,49
176,95
366,152
5,51
232,112
466,148
375,36
393,99
291,146
496,59
430,88
18,155
145,56
23,98
315,149
329,60
271,92
12,149
130,43
107,95
154,145
251,56
352,113
406,137
389,45
88,91
336,145
450,64
244,93
499,140
319,53
402,100
64,147
469,39
192,96
326,165
105,42
61,107
125,140
68,53
76,106
242,162
233,61
368,86
294,159
166,40
214,79
21,157
143,67
151,94
35,154
237,47
149,97
236,131
86,38
390,101
498,140
313,48
60,87
164,156
416,39
481,113
71,151
158,48
58,106
260,137
198,61
328,94
327,151
305,53
157,100
198,155
137,55
52,103
37,150
336,60
341,88
452,153
112,45
178,99
85,156
439,59
158,105
217,157
298,53
71,100
429,158
347,42
200,89
406,143
405,51
268,108
40,147
461,73
360,109
87,168
8,48
57,94
351,161
456,38
87,102
220,148
147,55
62,113
72,151
246,61
4,98
239,143
221,49
416,114
275,139
317,42
419,88
123,150
138,60
408,92
85,170
484,54
132,90
53,146
229,47
142,112
208,148
8,32
248,108
457,157
2,51
424,101
381,169
308,34
4,99
16,146
126,52
429,115
216,160
385,46
183,105
354,140
117,46
141,107
379,158
51,60
198,91
138,171
334,66
247,100
76,158
113,48
210,97
393,155
245,54
438,92
125,138
110,47
265,88
36,134
208,50
407,107
466,166
476,45
265,96
3,150
174,55
87,109
251,144
329,34
4,109
315,146
143,55
23,115
127,134
258,44
233,100
407,138
200,38
147,118
338,151
36,55
423,92
163,153
8,59
190,113
358,155
299,63
78,104
426,144
386,39
283,88
425,143
409,38
389,116
113,121
323,40
31,77
450,144
146,69
261,107
298,157
85,50
412,110
188,145
182,56
241,113
22,146
224,74
126,88
134,149
220,37
363,103
204,152
111,55
184,94
488,151
422,40
159,94
452,127
489,48
279,103
11,148
317,28
412,93
477,154
11,50
323,93
231,141
308,47
43,103
114,159
161,57
384,93
170,157
239,58
437,98
317,134
33,55
291,98
227,157
495,64
69,79
343,143
414,59
189,97
306,156
6,46
148,99
378,141
336,36
495,118
248,165
495,65
93,120
406,137
110,60
371,87
4,154
125,37
214,114
406,130
419,46
69,111
154,146
487,63
345,97
396,160
289,56
396,97
315,142
459,55
336,101
436,119
461,53
95,100
449,145
337,79
343,88
327,161
283,38
436,99
337,158
305,47
420,82
470,143
80,57
20,131
249,163
313,69
497,101
159,141
237,48
416,107
205,149
240,55
205,90
443,157
448,60
107,75
261,164
351,50
412,117
77,148
253,43
262,93
219,138
304,52
268,104
25,136
288,52
36,117
276,164
274,62
441,89
23,147
262,44
53,103
479,125
424,58
337,103
169,153
34,38
244,109
113,142
470,50
331,104
193,140
113,50
205,105
450,133
239,56
113,81
128,141
333,55
421,112
393,160
269,40
452,99
144,148
306,52
201,99
273,142
235,50
26,100
234,156
130,47
484,117
374,187
34,50
215,96
355,149
285,62
82,92
387,156
29,52
3,85
445,135
40,53
176,112
391,144
39,53
241,119
184,134
382,43
419,103
268,138
24,44
127,112
67,164
318,42
282,101
196,155
138,58
244,87
289,164
201,40
191,107
49,153
273,37
158,98
61,145
485,62
414,93
403,153
23,38
237,91
329,150
331,39
413,89
300,151
276,58
189,94
38,149
31,48
373,107
388,123
105,52
20,111
318,144
291,33
474,106
411,171
316,43
491,83
225,143
474,50
239,80
231,146
26,44
40,88
379,128
324,31
293,99
478,143
96,38
6,105
367,140
323,72
85,127
38,162
232,33
7,102
396,162
320,38
117,122
170,153
135,61
129,99
231,134
102,51
498,91
172,139
437,47
475,73
65,145
212,38
109,81
159,158
4,47
296,101
253,150
302,38
439,91
319,163
458,51
147,95
334,146
308,42
197,98
82,152
268,46
462,115
381,162
392,55
386,112
166,144
35,41
456,121
25,140
128,45
152,118
28,142
415,42
219,105
10,156
125,54
271,107
457,157
12,56
424,104
459,154
327,41
482,91
474,158
377,65
31,108
317,150
222,45
274,118
142,149
227,52
257,110
110,132
398,67
88,93
343,162
420,44
451,99
42,157
320,48
233,97
141,160
36,35
179,103
484,142
224,53
325,107
175,158
264,55
225,89
340,160
495,43
482,82
155,157
98,40
425,106
274,145
439,39
492,95
18,132
190,47
248,96
411,137
285,41
340,102
448,152
187,59
353,98
379,169
121,49
257,80
128,135
12,30
435,98
331,153
443,71
469,109
217,138
265,35
158,97
347,144
478,57
340,89
407,150
446,39
437,119
35,156
384,50
232,121
476,152
236,60
25,90
57,161
107,53
396,101
118,147
461,47
198,89
